<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.03.03	1836.18	1856.30	1836.14	1855.10	70500	0	0
2023.03.06	1854.38	1858.24	1845.15	1846.61	64990	0	0
2023.03.07	1846.01	1851.66	1812.76	1813.05	79568	0	0
2023.03.08	1813.83	1824.26	1809.38	1813.72	71516	0	0
2023.03.09	1814.14	1835.62	1811.90	1830.77	70894	0	0
2023.03.10	1831.28	1870.19	1827.79	1867.14	97902	0	0
2023.03.13	1883.62	1914.60	1871.51	1913.56	137271	0	0
2023.03.14	1912.75	1914.10	1895.43	1903.86	114549	0	0
2023.03.15	1904.16	1937.39	1885.70	1918.01	118086	0	0
2023.03.16	1918.74	1933.44	1907.52	1919.34	118663	0	0
2023.03.17	1919.72	1987.88	1918.23	1987.68	107300	0	0
2023.03.20	1987.77	2009.80	1965.88	1978.64	123613	0	0
2023.03.21	1979.09	1985.15	1935.45	1940.53	96790	0	0
2023.03.22	1939.32	1978.86	1934.27	1969.79	104838	0	0
2023.03.23	1968.93	2003.34	1964.59	1993.97	113774	0	0
2023.03.24	1993.65	2003.04	1975.24	1978.55	108455	0	0
2023.03.27	1978.94	1979.30	1944.06	1956.35	91680	0	0
2023.03.28	1956.87	1975.28	1949.16	1973.52	81873	0	0
2023.03.29	1973.38	1974.39	1958.73	1964.37	71447	0	0
2023.03.30	1963.44	1984.34	1955.36	1980.21	76993	0	0
2023.03.31	1980.24	1987.56	1966.92	1969.22	89804	0	0
2023.04.03	1961.31	1990.55	1949.74	1984.35	92133	0	0
2023.04.04	1985.24	2024.96	1977.02	2020.53	86535	0	0
2023.04.05	2021.52	2032.07	2010.06	2020.66	80662	0	0
2023.04.06	2020.90	2021.40	2000.84	2007.32	79563	0	0
2023.04.10	1996.20	2006.58	1981.71	1991.18	65351	0	0
2023.04.11	1991.23	2007.49	1988.80	2003.52	71599	0	0
2023.04.12	2003.38	2028.25	2001.44	2014.77	88740	0	0
2023.04.13	2014.46	2048.76	2014.04	2040.10	80487	0	0
2023.04.14	2040.20	2047.43	1992.43	2004.42	93507	0	0
2023.04.17	1998.73	2015.05	1981.20	1995.08	83597	0	0
2023.04.18	1994.75	2011.85	1991.32	2005.21	77935	0	0
2023.04.19	2005.16	2008.13	1969.26	1994.67	91258	0	0
2023.04.20	1994.54	2012.33	1990.50	2004.70	81465	0	0
2023.04.21	2004.20	2005.54	1971.64	1982.84	88758	0	0
2023.04.24	1981.83	1990.81	1974.13	1989.05	77906	0	0
2023.04.25	1989.06	2003.80	1976.12	1997.06	92705	0	0
2023.04.26	1996.48	2009.34	1983.32	1989.29	98647	0	0
2023.04.27	1989.50	2003.22	1974.18	1987.74	93174	0	0
2023.04.28	1987.45	1995.08	1975.99	1989.55	96715	0	0
2023.05.01	1989.62	2006.02	1977.08	1982.44	71912	0	0
2023.05.02	1982.15	2019.38	1978.50	2016.53	84882	0	0
2023.05.03	2015.98	2040.37	2007.36	2038.52	89387	0	0
2023.05.04	2071.72	2071.72	2030.40	2050.15	116160	0	0
2023.05.05	2048.72	2053.02	1999.52	2016.54	83466	0	0
2023.05.08	2016.66	2029.39	2014.30	2021.36	76204	0	0
2023.05.09	2021.10	2037.59	2019.51	2034.42	87645	0	0
2023.05.10	2034.46	2048.18	2021.54	2030.10	92314	0	0
2023.05.11	2029.82	2041.14	2011.13	2014.95	104233	0	0
2023.05.12	2015.04	2022.59	2000.93	2010.91	97445	0	0
2023.05.15	2008.18	2022.19	2007.28	2016.32	78894	0	0
2023.05.16	2016.54	2018.36	1985.51	1988.81	96598	0	0
2023.05.17	1989.12	1993.09	1975.04	1981.41	85677	0	0
2023.05.18	1981.24	1986.01	1951.97	1957.39	81549	0	0
2023.05.19	1958.28	1984.16	1954.01	1977.50	89789	0	0
2023.05.22	1977.74	1982.62	1968.94	1971.73	94990	0	0
2023.05.23	1972.04	1977.64	1954.26	1974.88	107276	0	0
2023.05.24	1975.14	1985.24	1956.74	1957.24	105330	0	0
2023.05.25	1958.34	1964.75	1938.85	1940.69	92318	0	0
2023.05.26	1941.38	1957.31	1936.72	1946.72	99949	0	0
2023.05.29	1943.24	1949.72	1940.26	1943.58	40989	0	0
2023.05.30	1943.46	1963.48	1932.07	1959.17	81190	0	0
2023.05.31	1959.05	1974.71	1953.69	1962.60	82559	0	0
2023.06.01	1963.12	1983.15	1953.37	1977.40	76606	0	0
2023.06.02	1976.89	1983.43	1947.50	1947.62	73301	0	0
2023.06.05	1947.26	1964.02	1938.14	1961.70	71859	0	0
2023.06.06	1961.69	1966.41	1954.38	1963.23	69936	0	0
2023.06.07	1963.80	1970.19	1939.77	1939.87	74761	0	0
2023.06.08	1940.38	1970.50	1940.12	1965.44	72461	0	0
2023.06.09	1965.83	1973.00	1956.64	1960.46	62701	0	0
2023.06.12	1960.22	1966.98	1949.22	1957.34	68898	0	0
2023.06.13	1957.07	1970.90	1940.06	1943.44	76523	0	0
2023.06.14	1943.22	1960.25	1939.61	1941.74	80413	0	0
2023.06.15	1942.09	1960.29	1924.70	1957.96	89572	0	0
2023.06.16	1957.14	1967.91	1953.29	1957.28	88141	0	0
2023.06.19	1958.10	1958.73	1947.83	1950.50	45542	0	0
2023.06.20	1951.02	1956.83	1929.83	1936.17	83564	0	0
2023.06.21	1936.54	1939.53	1919.20	1932.60	85813	0	0
2023.06.22	1932.69	1934.95	1912.43	1913.68	73543	0	0
2023.06.23	1914.05	1937.42	1910.17	1920.85	77424	0	0
2023.06.26	1923.86	1933.36	1921.57	1923.14	71759	0	0
2023.06.27	1923.34	1930.69	1910.92	1913.62	74750	0	0
2023.06.28	1914.20	1917.26	1902.85	1907.28	73211	0	0
2023.06.29	1907.64	1913.12	1893.01	1908.25	79029	0	0
2023.06.30	1908.57	1922.79	1900.54	1919.17	75325	0	0
2023.07.03	1918.99	1930.99	1910.12	1921.48	63035	0	0
2023.07.04	1921.23	1930.75	1919.95	1925.88	41274	0	0
2023.07.05	1925.80	1935.08	1914.75	1915.16	72097	0	0
2023.07.06	1915.96	1927.66	1902.66	1910.93	74784	0	0
2023.07.07	1910.61	1934.86	1909.58	1925.31	73528	0	0
2023.07.10	1924.52	1928.25	1912.68	1925.28	70231	0	0
2023.07.11	1925.19	1938.45	1924.38	1932.09	72824	0	0
2023.07.12	1932.31	1959.67	1932.26	1957.35	79445	0	0
2023.07.13	1957.04	1963.58	1952.43	1960.39	81103	0	0
2023.07.14	1960.27	1963.77	1950.95	1955.45	79569	0	0
2023.07.17	1955.42	1959.90	1945.78	1954.92	69318	0	0
2023.07.18	1954.69	1984.42	1954.61	1978.74	81483	0	0
2023.07.19	1978.88	1980.91	1969.77	1976.97	72342	0	0
2023.07.20	1976.56	1987.46	1965.38	1969.50	79756	0	0
2023.07.21	1970.39	1973.80	1956.86	1961.84	73449	0	0
2023.07.24	1962.10	1967.91	1953.40	1954.87	70537	0	0
2023.07.25	1955.28	1965.67	1952.50	1964.85	66500	0	0
2023.07.26	1964.98	1978.41	1962.00	1972.27	80853	0	0
2023.07.27	1971.51	1982.20	1942.62	1945.52	82047	0	0
2023.07.28	1946.59	1963.58	1945.38	1959.15	86529	0	0
2023.07.31	1959.57	1972.42	1951.31	1965.52	69506	0	0
2023.08.01	1965.78	1966.05	1941.27	1944.19	68969	0	0
2023.08.02	1950.77	1954.78	1933.04	1934.87	75276	0	0
2023.08.03	1935.42	1939.00	1929.55	1933.98	73751	0	0
2023.08.04	1934.67	1946.76	1925.68	1942.65	73302	0	0
2023.08.07	1942.55	1946.71	1931.53	1936.52	58758	0	0
2023.08.08	1936.20	1938.08	1922.78	1925.22	69753	0	0
2023.08.09	1925.07	1932.39	1914.07	1914.70	62165	0	0
2023.08.10	1914.81	1930.15	1912.17	1912.33	72924	0	0
2023.08.11	1912.41	1920.92	1910.80	1913.62	62902	0	5
2023.08.14	1912.52	1916.20	1902.74	1907.42	66808	0	5
2023.08.15	1907.19	1911.64	1896.36	1901.85	78224	0	2
2023.08.16	1901.12	1907.20	1891.84	1891.92	71795	0	5
2023.08.17	1891.93	1903.44	1885.04	1889.33	76427	0	0
2023.08.18	1889.25	1896.84	1886.80	1889.37	67032	0	5
2023.08.21	1889.08	1898.78	1884.86	1894.67	71504	0	4
2023.08.22	1894.52	1904.47	1889.16	1897.38	70352	0	5
2023.08.23	1897.46	1920.38	1897.17	1915.38	74498	0	5
2023.08.24	1915.14	1923.35	1911.81	1916.69	70370	0	5
2023.08.25	1916.92	1922.36	1903.80	1914.21	70522	0	5
2023.08.28	1915.31	1926.08	1912.84	1920.06	60328	0	5
2023.08.29	1919.78	1938.15	1914.46	1937.32	68443	0	0
2023.08.30	1937.55	1949.10	1934.97	1942.42	73190	0	4
2023.08.31	1942.55	1947.83	1939.01	1940.06	66483	0	0
2023.09.01	1939.88	1952.91	1934.44	1939.85	70756	0	0
2023.09.04	1940.34	1946.36	1936.79	1938.58	41259	0	2
2023.09.05	1938.40	1938.97	1925.36	1925.97	70001	0	4
2023.09.06	1926.00	1929.18	1915.31	1916.42	66603	0	4
2023.09.07	1916.60	1923.58	1916.26	1919.62	60484	0	4
2023.09.08	1919.38	1929.71	1917.34	1919.13	60481	0	4
2023.09.11	1919.83	1930.73	1916.80	1922.33	69257	0	4
2023.09.12	1922.74	1924.50	1907.64	1913.34	61168	0	0
2023.09.13	1912.77	1915.71	1905.59	1908.15	67887	0	5
2023.09.14	1908.54	1912.88	1901.00	1910.51	73942	0	5
2023.09.15	1910.77	1930.39	1909.80	1923.68	71325	0	5
2023.09.18	1923.77	1934.23	1922.57	1933.61	60734	0	4
2023.09.19	1933.44	1937.41	1929.81	1931.32	51332	0	4
2023.09.20	1931.62	1947.42	1927.95	1930.36	65086	0	0
2023.09.21	1930.78	1931.59	1913.94	1919.94	68678	0	3
2023.09.22	1919.88	1929.10	1919.44	1925.25	55930	0	5
2023.09.25	1924.76	1927.16	1915.16	1915.78	51035	0	4
2023.09.26	1916.04	1916.81	1899.12	1900.58	56223	0	4
2023.09.27	1900.38	1903.90	1872.54	1874.99	64539	0	0
2023.09.28	1876.04	1879.53	1857.68	1864.80	71412	0	4
2023.09.29	1865.24	1879.84	1846.32	1848.74	71304	0	2
2023.10.02	1847.81	1850.59	1827.14	1827.77	73721	0	2
2023.10.03	1828.80	1833.36	1815.32	1822.94	84485	0	2
2023.10.04	1822.84	1830.51	1816.64	1821.10	84965	0	1
2023.10.05	1821.53	1829.20	1813.07	1820.24	72505	0	0
2023.10.06	1820.26	1834.88	1810.43	1831.84	79026	0	0
2023.10.09	1848.06	1863.50	1844.23	1861.35	72223	0	2
2023.10.10	1861.10	1865.40	1853.00	1860.42	79433	0	4
2023.10.11	1859.76	1877.18	1858.63	1874.27	80025	0	3
2023.10.12	1874.56	1884.95	1867.89	1868.73	80832	0	5
2023.10.13	1868.85	1932.41	1868.70	1932.41	91751	0	0
2023.10.16	1929.58	1929.58	1908.18	1920.06	83683	0	5
2023.10.17	1919.70	1931.56	1912.41	1923.05	82217	0	5
2023.10.18	1923.36	1962.60	1923.24	1947.62	91938	0	0
2023.10.19	1947.50	1977.72	1945.25	1974.28	97397	0	2
2023.10.20	1974.09	1997.17	1972.02	1980.90	98604	0	0
2023.10.23	1965.68	1982.82	1964.38	1972.74	91656	0	0
2023.10.24	1972.68	1980.83	1953.59	1971.03	87510	0	5
2023.10.25	1971.38	1987.24	1963.05	1979.45	82561	0	0
2023.10.26	1980.79	1993.45	1971.86	1984.73	92738	0	1
2023.10.27	1984.51	2009.36	1976.88	2005.91	91405	0	0
2023.10.30	2004.22	2006.82	1990.92	1996.15	88962	0	0
2023.10.31	1995.58	2007.89	1978.88	1983.97	86610	0	2
2023.11.01	1983.80	1992.02	1969.88	1982.67	89788	0	0
2023.11.02	1983.25	1991.03	1978.85	1985.77	77765	0	0
2023.11.03	1985.28	2004.09	1983.28	1992.52	81105	0	0
2023.11.06	1992.40	1993.14	1977.40	1977.82	76834	0	0
2023.11.07	1977.83	1978.36	1956.68	1969.03	82079	0	3
2023.11.08	1968.77	1971.06	1947.44	1950.20	79850	0	1
2023.11.09	1950.00	1965.58	1944.64	1958.41	83084	0	0
2023.11.10	1958.30	1960.82	1933.04	1938.62	82415	0	0
2023.11.13	1938.57	1949.20	1931.72	1946.11	76594	0	2
2023.11.14	1946.17	1970.89	1943.81	1963.16	78381	0	0
2023.11.15	1962.58	1975.10	1955.44	1959.19	84987	0	0
2023.11.16	1960.08	1987.96	1956.52	1981.10	78660	0	1
2023.11.17	1980.86	1993.42	1978.64	1980.56	80146	0	5
2023.11.20	1978.25	1985.25	1965.42	1977.65	91404	0	5
2023.11.21	1977.91	2007.57	1977.71	1998.26	95995	0	0
2023.11.22	1998.88	2006.24	1986.91	1989.81	86373	0	0
2023.11.23	1989.18	1998.51	1989.12	1992.74	43801	0	0
2023.11.24	1992.98	2003.67	1991.45	2002.48	58827	0	0
2023.11.27	2002.40	2018.19	2000.64	2014.18	85994	0	0
2023.11.28	2014.05	2043.04	2011.70	2041.07	86268	0	0
2023.11.29	2041.13	2051.99	2035.41	2044.15	98443	0	0
2023.11.30	2044.88	2047.20	2031.24	2036.09	87392	0	0
2023.12.01	2036.88	2075.36	2033.89	2071.63	97537	0	0
2023.12.04	2072.38	2143.85	2020.15	2028.89	118484	0	0
2023.12.05	2029.44	2041.24	2009.92	2019.36	101621	0	0
2023.12.06	2018.63	2035.88	2017.24	2025.26	85589	0	1
2023.12.07	2026.08	2039.92	2020.15	2028.54	89382	0	0
2023.12.08	2028.76	2034.00	1994.67	2004.08	95606	0	0
2023.12.11	2003.67	2007.83	1975.92	1981.69	83437	0	0
2023.12.12	1982.10	1996.73	1977.23	1979.30	76743	0	0
2023.12.13	1979.63	2027.79	1973.02	2027.23	82174	0	0
2023.12.14	2028.36	2047.91	2024.35	2036.20	117021	0	0
2023.12.15	2036.41	2044.93	2015.59	2019.02	91551	0	0
2023.12.18	2019.62	2033.64	2016.01	2027.21	68988	0	0
2023.12.19	2027.52	2047.00	2021.71	2040.13	73706	0	0
2023.12.20	2040.10	2043.48	2027.46	2031.30	71088	0	4
2023.12.21	2031.76	2046.01	2031.57	2045.78	78421	0	4
2023.12.22	2045.87	2070.65	2045.87	2052.75	89705	0	0
2023.12.26	2053.51	2069.01	2052.97	2067.54	51074	0	3
2023.12.27	2068.08	2084.48	2061.51	2077.49	65265	0	0
2023.12.28	2078.42	2088.48	2064.64	2065.25	78351	0	0
2023.12.29	2065.99	2074.74	2058.25	2063.03	77058	0	4
2024.01.02	2063.69	2078.88	2056.04	2058.91	84066	0	4
2024.01.03	2059.26	2065.94	2030.60	2041.27	92297	0	0
2024.01.04	2041.77	2050.98	2036.31	2043.28	80008	0	0
2024.01.05	2043.93	2063.98	2024.48	2045.30	93900	0	0
2024.01.08	2045.16	2046.64	2016.84	2028.18	87462	0	0
2024.01.09	2028.19	2041.94	2026.14	2030.21	81872	0	0
2024.01.10	2030.29	2040.09	2020.47	2024.32	80873	0	0
2024.01.11	2024.38	2042.43	2013.36	2028.54	90664	0	0
2024.01.12	2028.77	2062.24	2028.73	2048.81	87264	0	0
2024.01.15	2048.19	2058.63	2045.80	2054.85	49118	0	0
2024.01.16	2054.63	2055.62	2024.28	2028.22	92317	0	0
2024.01.17	2028.23	2032.96	2001.91	2006.11	89969	0	0
2024.01.18	2005.80	2023.27	2005.62	2022.93	78842	0	0
2024.01.19	2023.43	2039.20	2020.44	2029.33	76334	0	0
2024.01.22	2029.48	2032.16	2016.89	2021.62	77375	0	0
2024.01.23	2021.88	2037.81	2019.65	2029.23	79878	0	0
2024.01.24	2029.02	2036.66	2011.22	2013.50	81476	0	0
2024.01.25	2014.45	2025.30	2009.69	2020.70	76353	0	0
2024.01.26	2020.66	2026.65	2015.96	2018.49	62038	0	0
2024.01.29	2023.45	2037.58	2019.33	2032.70	63529	0	0
2024.01.30	2032.81	2048.62	2029.09	2036.87	67039	0	0
2024.01.31	2036.90	2056.02	2030.89	2039.20	86587	0	0
2024.02.01	2039.99	2065.41	2030.08	2054.98	108969	0	0
2024.02.02	2054.63	2057.63	2027.87	2039.57	81269	0	0
2024.02.05	2039.68	2042.29	2014.92	2025.04	99891	0	0
2024.02.06	2024.95	2038.90	2022.92	2035.86	80948	0	0
2024.02.07	2035.96	2044.60	2030.63	2035.00	79458	0	0
2024.02.08	2035.24	2038.72	2020.20	2034.33	86388	0	0
2024.02.09	2034.30	2037.25	2020.32	2024.26	75222	0	0
2024.02.12	2023.25	2027.55	2011.90	2019.94	69957	0	0
2024.02.13	2019.69	2031.84	1990.19	1992.95	79317	0	0
2024.02.14	1993.44	1996.13	1984.26	1992.10	80642	0	0
2024.02.15	1992.15	2008.28	1990.30	2004.25	78811	0	0
2024.02.16	2004.08	2015.20	1995.11	2013.18	74390	0	0
2024.02.19	2014.52	2022.98	2011.31	2017.99	44225	0	0
2024.02.20	2017.96	2030.91	2015.05	2024.23	76664	0	0
2024.02.21	2024.21	2032.27	2020.07	2025.97	74563	0	0
2024.02.22	2025.81	2034.81	2019.66	2024.27	81124	0	0
2024.02.23	2024.27	2041.34	2016.08	2035.52	75894	0	0
2024.02.26	2034.82	2037.04	2025.10	2031.16	70071	0	0
2024.02.27	2031.14	2039.48	2028.81	2030.38	63581	0	0
2024.02.28	2030.59	2037.90	2024.49	2034.37	64064	0	0
2024.02.29	2034.14	2050.74	2028.11	2044.12	76130	0	0
2024.03.01	2043.69	2088.35	2039.10	2083.26	94266	0	0
2024.03.04	2082.50	2119.92	2079.51	2114.27	89323	0	0
2024.03.05	2114.77	2141.82	2110.51	2127.84	96828	0	0
2024.03.06	2128.01	2152.23	2123.73	2148.03	99573	0	0
2024.03.07	2148.85	2164.74	2144.22	2159.93	97553	0	0
2024.03.08	2159.63	2195.19	2154.02	2178.55	108669	0	0
2024.03.11	2179.77	2189.01	2174.88	2182.65	110352	0	0
2024.03.12	2182.44	2184.79	2150.66	2158.13	126193	0	0
2024.03.13	2157.94	2179.91	2155.82	2174.32	110925	0	0
2024.03.14	2174.48	2177.00	2152.80	2162.19	110904	0	0
2024.03.15	2161.90	2172.73	2155.21	2155.82	103935	0	0
2024.03.18	2155.34	2163.64	2146.16	2160.26	100700	0	0
2024.03.19	2160.12	2162.86	2147.19	2157.48	106373	0	0
2024.03.20	2157.80	2188.84	2149.63	2186.24	115964	0	0
2024.03.21	2186.76	2223.08	2166.47	2181.25	160098	0	0
2024.03.22	2181.50	2186.13	2157.16	2165.27	124145	0	2
2024.03.25	2165.75	2181.32	2163.62	2171.73	116389	0	0
2024.03.26	2171.62	2200.13	2167.67	2178.63	125209	0	0
2024.03.27	2178.58	2197.64	2173.49	2194.88	110391	0	0
2024.03.28	2194.09	2236.24	2187.41	2232.88	132559	0	0
2024.04.01	2239.90	2265.71	2228.54	2251.31	141459	0	0
2024.04.02	2251.58	2281.06	2246.77	2280.53	158882	0	3
2024.04.03	2280.46	2301.14	2265.47	2299.64	154532	0	0
2024.04.04	2299.88	2305.66	2280.06	2290.95	143273	0	1
2024.04.05	2290.82	2330.52	2267.79	2329.28	156014	0	0
2024.04.08	2324.16	2354.03	2302.98	2338.82	188713	0	0
2024.04.09	2338.95	2365.34	2336.97	2352.22	173880	0	0
2024.04.10	2353.08	2360.14	2319.38	2333.55	181528	0	0
2024.04.11	2333.88	2377.71	2325.77	2372.41	188251	0	0
2024.04.12	2371.98	2431.52	2333.84	2344.22	230492	0	0
2024.04.15	2352.52	2387.66	2324.39	2383.10	230399	0	0
2024.04.16	2382.26	2398.35	2363.07	2382.85	210812	0	0
2024.04.17	2381.95	2395.62	2354.68	2361.16	189778	0	0
2024.04.18	2361.57	2392.89	2361.37	2378.86	176765	0	0
2024.04.19	2378.44	2417.94	2372.89	2390.63	216955	0	0
2024.04.22	2388.86	2389.80	2324.57	2327.25	185088	0	0
2024.04.23	2327.32	2334.48	2291.51	2322.11	198423	0	0
2024.04.24	2321.70	2337.34	2311.84	2315.96	170921	0	0
2024.04.25	2315.18	2344.89	2305.10	2332.37	166986	0	0
2024.04.26	2332.18	2352.61	2326.37	2337.78	147811	0	0
2024.04.29	2336.43	2346.77	2319.91	2335.36	174600	0	0
2024.04.30	2335.68	2336.37	2285.17	2286.30	168515	0	0
2024.05.01	2286.49	2328.34	2281.73	2319.48	169376	0	0
2024.05.02	2321.78	2326.50	2285.51	2303.51	160683	0	0
2024.05.03	2303.97	2320.62	2277.34	2301.67	150824	0	0
2024.05.06	2304.90	2332.04	2291.85	2323.76	149215	0	0
2024.05.07	2324.18	2329.99	2310.03	2313.83	130723	0	0
2024.05.08	2313.70	2321.48	2303.73	2308.83	129875	0	0
2024.05.09	2308.90	2347.27	2306.66	2346.02	127813	0	0
2024.05.10	2346.47	2378.48	2345.27	2360.47	147081	0	0
2024.05.13	2361.65	2364.53	2332.17	2336.14	127322	0	0
2024.05.14	2336.30	2359.72	2334.87	2358.00	126924	0	0
2024.05.15	2357.81	2390.26	2351.87	2385.76	149691	0	1
2024.05.16	2385.62	2397.40	2371.01	2376.72	143034	0	0
2024.05.17	2377.18	2422.75	2374.03	2413.84	130831	0	0
2024.05.20	2416.14	2450.06	2407.39	2426.22	193267	0	0
2024.05.21	2426.92	2433.96	2406.27	2420.88	173961	0	0
2024.05.22	2421.25	2426.54	2374.98	2378.58	175059	0	0
2024.05.23	2379.77	2383.74	2327.03	2328.55	186864	0	0
2024.05.24	2328.68	2347.42	2325.43	2333.86	135015	0	3
2024.05.27	2338.13	2358.56	2332.32	2351.12	106310	0	0
2024.05.28	2351.40	2364.07	2340.33	2361.13	142999	0	3
2024.05.29	2360.52	2362.66	2334.54	2338.00	139043	0	0
2024.05.30	2337.98	2351.87	2322.65	2342.98	160276	0	0
2024.05.31	2344.10	2359.72	2320.64	2327.46	166663	0	0
2024.06.03	2327.79	2354.77	2314.79	2350.45	173115	0	0
2024.06.04	2350.78	2352.86	2315.66	2326.79	180450	0	0
2024.06.05	2326.54	2357.44	2325.91	2355.13	161419	0	0
2024.06.06	2356.17	2378.52	2353.50	2375.68	170849	0	0
2024.06.07	2375.82	2387.72	2286.82	2293.38	212144	0	0
2024.06.10	2294.62	2313.80	2287.79	2310.86	141598	0	5
2024.06.11	2311.81	2319.97	2297.77	2316.73	156955	0	0
2024.06.12	2317.06	2341.66	2310.70	2324.88	177567	0	0
2024.06.13	2324.96	2326.72	2295.55	2303.85	168813	0	0
2024.06.14	2303.91	2336.68	2301.56	2332.60	178180	0	0
2024.06.17	2331.37	2332.87	2310.05	2318.96	141452	0	0
2024.06.18	2318.93	2333.17	2306.62	2329.34	145890	0	0
2024.06.19	2329.02	2335.01	2323.78	2328.24	88440	0	0
2024.06.20	2328.80	2365.54	2327.75	2360.02	158139	0	0
2024.06.21	2360.40	2368.77	2316.78	2321.42	158973	0	0
2024.06.24	2321.61	2334.71	2317.71	2334.43	136010	0	0
2024.06.25	2333.97	2337.13	2315.56	2319.51	133501	0	0
2024.06.26	2319.19	2324.09	2293.66	2298.06	153126	0	0
2024.06.27	2298.33	2330.95	2296.56	2327.48	143225	0	0
2024.06.28	2327.72	2339.76	2319.09	2326.40	148854	0	0
2024.07.01	2327.13	2338.54	2318.56	2331.72	144303	0	3
2024.07.02	2331.45	2336.81	2319.07	2329.35	139189	0	0
2024.07.03	2329.47	2364.98	2326.96	2356.07	142087	0	0
2024.07.04	2355.19	2362.55	2350.52	2356.95	80873	0	0
2024.07.05	2357.31	2392.96	2348.98	2391.06	156425	0	0
2024.07.08	2385.20	2391.12	2351.07	2359.09	146397	0	0
2024.07.09	2358.98	2371.56	2349.49	2363.73	143142	0	0
2024.07.10	2363.63	2386.68	2363.04	2371.26	123440	0	0
2024.07.11	2371.25	2424.58	2370.95	2415.32	159334	0	0
2024.07.12	2415.54	2418.30	2391.45	2411.59	153658	0	0
2024.07.15	2411.80	2439.78	2401.37	2422.23	160400	0	0
2024.07.16	2422.23	2469.71	2420.02	2468.69	165866	0	0
2024.07.17	2468.45	2483.69	2451.58	2458.66	194649	0	0
2024.07.18	2458.66	2474.94	2440.38	2445.08	174254	0	0
2024.07.19	2445.41	2445.86	2393.86	2400.30	179683	0	0
2024.07.22	2401.86	2412.17	2383.92	2396.35	163292	0	0
2024.07.23	2396.23	2412.06	2388.30	2409.53	157400	0	0
2024.07.24	2408.92	2432.02	2396.72	2397.23	173217	0	3
2024.07.25	2397.28	2401.24	2353.14	2364.49	235123	0	0
2024.07.26	2364.16	2390.81	2355.85	2387.34	172875	0	0
2024.07.29	2388.99	2403.16	2369.68	2383.50	178930	0	0
2024.07.30	2383.31	2412.89	2376.51	2410.92	173765	0	0
2024.07.31	2410.23	2451.01	2403.92	2447.24	212197	0	0
2024.08.01	2448.40	2462.31	2430.27	2446.30	229762	0	0
2024.08.02	2446.36	2477.72	2410.87	2441.38	248221	0	0
2024.08.05	2442.10	2458.78	2364.35	2409.96	329647	0	0
2024.08.06	2410.23	2418.36	2381.78	2389.90	250754	0	0
2024.08.07	2391.85	2407.06	2379.07	2383.06	208209	0	0
2024.08.08	2382.79	2427.64	2380.96	2427.18	210268	0	0
2024.08.09	2426.89	2437.07	2416.93	2431.07	174941	0	0
2024.08.12	2429.67	2473.16	2423.88	2472.03	151098	0	0
2024.08.13	2470.53	2476.97	2458.51	2464.98	165528	0	0
2024.08.14	2465.72	2480.02	2438.13	2447.92	187013	0	0
2024.08.15	2447.56	2470.09	2432.23	2456.24	174011	0	0
2024.08.16	2456.42	2509.76	2450.82	2507.46	174418	0	0
2024.08.19	2510.66	2510.75	2485.67	2504.23	179248	0	0
2024.08.20	2503.13	2531.72	2497.36	2514.01	176304	0	0
2024.08.21	2513.64	2519.98	2494.03	2512.30	178819	0	0
2024.08.22	2511.89	2514.68	2470.87	2484.73	177355	0	0
2024.08.23	2484.76	2518.37	2484.46	2511.93	177066	0	0
2024.08.26	2512.77	2526.94	2508.76	2517.91	173074	0	0
2024.08.27	2517.98	2525.99	2503.58	2524.59	163579	0	0
2024.08.28	2524.44	2529.04	2493.66	2504.67	167377	0	0
2024.08.29	2504.48	2528.72	2503.69	2521.09	172068	0	0
2024.08.30	2521.26	2526.91	2494.17	2503.35	172986	0	0
2024.09.02	2503.75	2507.32	2490.06	2499.61	107629	0	0
2024.09.03	2499.09	2506.31	2473.47	2492.86	183652	0	0
2024.09.04	2492.73	2500.27	2471.93	2495.45	169217	0	0
2024.09.05	2495.19	2523.47	2493.86	2516.63	167803	0	0
2024.09.06	2516.57	2529.22	2485.16	2497.61	189896	0	0
2024.09.09	2496.33	2507.18	2485.57	2506.14	167048	0	1
2024.09.10	2506.07	2518.47	2500.16	2516.54	158828	0	0
2024.09.11	2516.38	2529.06	2500.97	2511.42	191706	0	0
2024.09.12	2511.76	2560.12	2511.04	2558.60	183369	0	0
2024.09.13	2558.60	2586.08	2556.81	2578.38	188124	0	0
2024.09.16	2579.35	2589.68	2575.29	2582.42	145478	0	0
2024.09.17	2582.18	2586.95	2560.82	2569.45	161971	0	0
2024.09.18	2569.42	2600.16	2546.86	2559.27	197090	0	0
2024.09.19	2558.74	2594.89	2551.16	2586.61	210911	0	0
2024.09.20	2586.52	2625.79	2584.82	2622.26	186246	0	0
2024.09.23	2618.89	2634.88	2613.92	2628.39	168236	0	0
2024.09.24	2628.63	2664.39	2622.68	2656.99	201764	0	0
2024.09.25	2657.25	2670.52	2649.83	2657.02	185292	0	0
2024.09.26	2656.99	2685.58	2654.84	2672.23	203215	0	0
2024.09.27	2672.14	2674.34	2643.18	2659.81	211053	0	0
2024.09.30	2658.49	2666.04	2624.74	2634.53	203644	0	0
2024.10.01	2634.38	2673.11	2632.13	2663.37	180388	0	0
2024.10.02	2663.11	2663.46	2641.18	2658.67	170338	0	0
